Id,coord1,coord2,Serol,Year,Month,Day,Week,Site,Region,MetaRegion,MetaRegionB,Sex,Age,UK_Date,Date_continuous
5502,-12.66558,-76.66798,1,2012,9,25,39,LMA4,Lima,Lima,Lima,F,A,25/09/2012,2012.75
3274,-11.06,-77.46,1,2012,11,6,45,LMA6,Lima,Lima,Lima,M,A,06/11/2012,2012.916667
3276,-11.06,-77.46,1,2012,11,6,45,LMA6,Lima,Lima,Lima,M,A,06/11/2012,2012.916667
3279,-11.06,-77.46,0,2012,11,6,45,LMA6,Lima,Lima,Lima,M,A,06/11/2012,2012.916667
3409,-11.06,-77.46,1,2012,11,6,45,LMA6,Lima,Lima,Lima,F,A,06/11/2012,2012.916667
3832,-11.06,-77.46,1,2012,11,6,45,LMA6,Lima,Lima,Lima,F,A,06/11/2012,2012.916667
3840,-11.06,-77.46,1,2012,11,6,45,LMA6,Lima,Lima,Lima,F,A,06/11/2012,2012.916667
4534,-11.06,-77.46,1,2012,11,6,45,LMA6,Lima,Lima,Lima,M,A,06/11/2012,2012.916667
4540,-11.06,-77.46,1,2012,11,6,45,LMA6,Lima,Lima,Lima,M,A,06/11/2012,2012.916667
4996,-11.06,-77.46,0,2012,11,6,45,LMA6,Lima,Lima,Lima,F,A,06/11/2012,2012.916667
5279,-11.06,-77.46,1,2012,11,6,45,LMA6,Lima,Lima,Lima,M,A,06/11/2012,2012.916667
5304,-11.06,-77.46,1,2012,11,6,45,LMA6,Lima,Lima,Lima,M,A,06/11/2012,2012.916667
5307,-11.06,-77.46,1,2012,11,6,45,LMA6,Lima,Lima,Lima,F,A,06/11/2012,2012.916667
5628,-11.06,-77.46,0,2012,11,6,45,LMA6,Lima,Lima,Lima,M,A,06/11/2012,2012.916667
5629,-11.06,-77.46,1,2012,11,6,45,LMA6,Lima,Lima,Lima,M,A,06/11/2012,2012.916667
5631,-11.06,-77.46,1,2012,11,6,45,LMA6,Lima,Lima,Lima,M,A,06/11/2012,2012.916667
5632,-11.06,-77.46,0,2012,11,6,45,LMA6,Lima,Lima,Lima,M,A,06/11/2012,2012.916667
5633,-11.06,-77.46,1,2012,11,6,45,LMA6,Lima,Lima,Lima,F,A,06/11/2012,2012.916667
5634,-11.06,-77.46,1,2012,11,6,45,LMA6,Lima,Lima,Lima,F,A,06/11/2012,2012.916667
5635,-11.06,-77.46,1,2012,11,6,45,LMA6,Lima,Lima,Lima,F,A,06/11/2012,2012.916667
3892,-11.58835,-77.2784,0,2012,11,8,45,LMA10,Lima,Lima,Lima,F,A,08/11/2012,2012.916667
5636,-11.06,-77.46,0,2012,11,6,45,LMA6,Lima,Lima,Lima,F,A,06/11/2012,2012.916667
2886,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,M,A,07/11/2012,2012.916667
2911,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
2914,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,M,A,07/11/2012,2012.916667
2922,-11.06,-77.46,0,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
2926,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
3262,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
3291,-11.06,-77.46,0,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
3296,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
3425,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
3427,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,M,A,07/11/2012,2012.916667
3808,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,M,A,07/11/2012,2012.916667
3809,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
3837,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,M,A,07/11/2012,2012.916667
4543,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
4554,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
4920,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,M,A,07/11/2012,2012.916667
4953,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
4971,-11.06,-77.46,0,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
4979,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,M,A,07/11/2012,2012.916667
4984,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,M,A,07/11/2012,2012.916667
4991,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
4992,-11.06,-77.46,0,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
5287,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
5306,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
5317,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,M,A,07/11/2012,2012.916667
5360,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
5362,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,M,A,07/11/2012,2012.916667
5363,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,M,A,07/11/2012,2012.916667
5368,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,M,SA,07/11/2012,2012.916667
5372,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,M,A,07/11/2012,2012.916667
5377,-11.06,-77.46,0,2012,11,7,45,LMA6,Lima,Lima,Lima,M,A,07/11/2012,2012.916667
5638,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,M,A,07/11/2012,2012.916667
5639,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
5640,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
5641,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,M,A,07/11/2012,2012.916667
5642,-11.06,-77.46,0,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
5643,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
5644,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
5645,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,M,A,07/11/2012,2012.916667
5646,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
5647,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,M,A,07/11/2012,2012.916667
5648,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,F,SA,07/11/2012,2012.916667
5649,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,M,A,07/11/2012,2012.916667
5650,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,M,A,07/11/2012,2012.916667
5651,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
5653,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,F,A,07/11/2012,2012.916667
5654,-11.06,-77.46,1,2012,11,7,45,LMA6,Lima,Lima,Lima,M,A,07/11/2012,2012.916667
5655,-11.06,-77.46,0,2012,11,7,45,LMA6,Lima,Lima,Lima,M,A,07/11/2012,2012.916667
3330,-10.64,-77.82,0,2012,12,1,48,LMA5,Lima,Lima,Lima,F,A,01/12/2012,2013
3864,-10.64,-77.82,0,2012,12,1,48,LMA5,Lima,Lima,Lima,M,A,01/12/2012,2013
4350,-12.66558,-76.66798,0,2012,12,3,49,LMA4,Lima,Lima,Lima,F,A,03/12/2012,2013
4932,-12.66558,-76.66798,1,2012,12,3,49,LMA4,Lima,Lima,Lima,M,A,03/12/2012,2013
4935,-12.66558,-76.66798,0,2012,12,3,49,LMA4,Lima,Lima,Lima,M,A,03/12/2012,2013
4947,-12.66558,-76.66798,1,2012,12,3,49,LMA4,Lima,Lima,Lima,M,A,03/12/2012,2013
5488,-12.66558,-76.66798,1,2012,12,3,49,LMA4,Lima,Lima,Lima,M,A,03/12/2012,2013
5497,-12.66558,-76.66798,0,2012,12,3,49,LMA4,Lima,Lima,Lima,F,A,03/12/2012,2013
5722,-10.64,-77.82,0,2012,12,1,48,LMA5,Lima,Lima,Lima,M,J,01/12/2012,2013
5723,-10.64,-77.82,0,2012,12,1,48,LMA5,Lima,Lima,Lima,F,SA,01/12/2012,2013
5724,-10.64,-77.82,0,2012,12,1,48,LMA5,Lima,Lima,Lima,M,A,01/12/2012,2013
5725,-10.64,-77.82,0,2012,12,1,48,LMA5,Lima,Lima,Lima,M,A,01/12/2012,2013
5726,-10.64,-77.82,0,2012,12,1,48,LMA5,Lima,Lima,Lima,F,A,01/12/2012,2013
5727,-10.64,-77.82,1,2012,12,1,48,LMA5,Lima,Lima,Lima,M,A,01/12/2012,2013
5728,-10.64,-77.82,0,2012,12,1,48,LMA5,Lima,Lima,Lima,M,A,01/12/2012,2013
5729,-10.64,-77.82,0,2012,12,1,48,LMA5,Lima,Lima,Lima,M,J,01/12/2012,2013
5730,-10.64,-77.82,0,2012,12,1,48,LMA5,Lima,Lima,Lima,M,A,01/12/2012,2013
5731,-10.64,-77.82,0,2012,12,1,48,LMA5,Lima,Lima,Lima,F,A,01/12/2012,2013
5732,-10.64,-77.82,0,2012,12,1,48,LMA5,Lima,Lima,Lima,F,A,01/12/2012,2013
5733,-10.64,-77.82,0,2012,12,1,48,LMA5,Lima,Lima,Lima,F,A,01/12/2012,2013
5734,-10.64,-77.82,0,2012,12,1,48,LMA5,Lima,Lima,Lima,M,A,01/12/2012,2013
5735,-10.64,-77.82,0,2012,12,1,48,LMA5,Lima,Lima,Lima,F,A,01/12/2012,2013
5736,-10.64,-77.82,0,2012,12,1,48,LMA5,Lima,Lima,Lima,F,A,01/12/2012,2013
5737,-10.64,-77.82,0,2012,12,1,48,LMA5,Lima,Lima,Lima,F,A,01/12/2012,2013
5738,-12.66558,-76.66798,0,2012,12,3,49,LMA4,Lima,Lima,Lima,M,A,03/12/2012,2013
5739,-12.66558,-76.66798,0,2012,12,3,49,LMA4,Lima,Lima,Lima,M,A,03/12/2012,2013
5740,-12.66558,-76.66798,1,2012,12,3,49,LMA4,Lima,Lima,Lima,M,A,03/12/2012,2013
5741,-12.66558,-76.66798,0,2012,12,3,49,LMA4,Lima,Lima,Lima,M,A,03/12/2012,2013
5742,-12.66558,-76.66798,0,2012,12,3,49,LMA4,Lima,Lima,Lima,M,A,03/12/2012,2013
5743,-12.66558,-76.66798,0,2012,12,3,49,LMA4,Lima,Lima,Lima,F,A,03/12/2012,2013
5744,-12.66558,-76.66798,0,2012,12,3,49,LMA4,Lima,Lima,Lima,F,A,03/12/2012,2013
5745,-12.66558,-76.66798,0,2012,12,3,49,LMA4,Lima,Lima,Lima,F,A,03/12/2012,2013
5746,-12.66558,-76.66798,1,2012,12,3,49,LMA4,Lima,Lima,Lima,M,A,03/12/2012,2013
5747,-12.66558,-76.66798,1,2012,12,4,49,LMA4,Lima,Lima,Lima,M,A,04/12/2012,2013
5748,-12.66558,-76.66798,1,2012,12,4,49,LMA4,Lima,Lima,Lima,F,A,04/12/2012,2013
5749,-12.66558,-76.66798,0,2012,12,4,49,LMA4,Lima,Lima,Lima,F,A,04/12/2012,2013
5750,-12.66558,-76.66798,1,2012,12,4,49,LMA4,Lima,Lima,Lima,M,A,04/12/2012,2013
3340,-10.64,-77.82,0,2013,9,9,36,LMA5,Lima,Lima,Lima,M,A,09/09/2013,2013.75
3843,-11.06,-77.46,0,2013,9,10,37,LMA6,Lima,Lima,Lima,F,A,10/09/2013,2013.75
3853,-10.64,-77.82,0,2013,9,9,36,LMA5,Lima,Lima,Lima,F,A,09/09/2013,2013.75
4423,-11.58835,-77.2784,0,2013,9,11,37,LMA10,Lima,Lima,Lima,M,A,11/09/2013,2013.75
4522,-10.64,-77.82,0,2013,9,9,36,LMA5,Lima,Lima,Lima,M,A,09/09/2013,2013.75
4544,-11.06,-77.46,0,2013,9,10,37,LMA6,Lima,Lima,Lima,F,A,10/09/2013,2013.75
4933,-12.66558,-76.66798,1,2013,9,16,37,LMA4,Lima,Lima,Lima,M,A,16/09/2013,2013.75
5307,-11.06,-77.46,1,2013,9,10,37,LMA6,Lima,Lima,Lima,F,A,10/09/2013,2013.75
5333,-10.64,-77.82,0,2013,9,9,36,LMA5,Lima,Lima,Lima,F,A,09/09/2013,2013.75
5342,-10.64,-77.82,1,2013,9,9,36,LMA5,Lima,Lima,Lima,F,A,09/09/2013,2013.75
5382,-11.06,-77.46,1,2013,9,10,37,LMA6,Lima,Lima,Lima,F,A,10/09/2013,2013.75
5639,-11.06,-77.46,1,2013,9,10,37,LMA6,Lima,Lima,Lima,F,A,10/09/2013,2013.75
5736,-10.64,-77.82,0,2013,9,9,36,LMA5,Lima,Lima,Lima,F,A,09/09/2013,2013.75
5744,-12.66558,-76.66798,0,2013,9,16,37,LMA4,Lima,Lima,Lima,F,A,16/09/2013,2013.75
5958,-12.66558,-76.66798,1,2013,9,16,37,LMA4,Lima,Lima,Lima,M,A,16/09/2013,2013.75
5959,-12.66558,-76.66798,0,2013,9,16,37,LMA4,Lima,Lima,Lima,F,A,16/09/2013,2013.75
5960,-12.66558,-76.66798,0,2013,9,17,38,LMA4,Lima,Lima,Lima,M,A,17/09/2013,2013.75
5961,-12.66558,-76.66798,0,2013,9,16,37,LMA4,Lima,Lima,Lima,F,A,16/09/2013,2013.75
5962,-12.66558,-76.66798,1,2013,9,17,38,LMA4,Lima,Lima,Lima,F,A,17/09/2013,2013.75
6601,-10.64,-77.82,1,2013,9,9,36,LMA5,Lima,Lima,Lima,F,A,09/09/2013,2013.75
6602,-10.64,-77.82,0,2013,9,9,36,LMA5,Lima,Lima,Lima,F,SA,09/09/2013,2013.75
6603,-10.64,-77.82,1,2013,9,9,36,LMA5,Lima,Lima,Lima,M,A,09/09/2013,2013.75
6604,-10.64,-77.82,1,2013,9,9,36,LMA5,Lima,Lima,Lima,M,J,09/09/2013,2013.75
6605,-10.64,-77.82,1,2013,9,9,36,LMA5,Lima,Lima,Lima,M,A,09/09/2013,2013.75
6606,-10.64,-77.82,0,2013,9,9,36,LMA5,Lima,Lima,Lima,M,J,09/09/2013,2013.75
6607,-10.64,-77.82,0,2013,9,9,36,LMA5,Lima,Lima,Lima,F,J,09/09/2013,2013.75
6608,-10.64,-77.82,1,2013,9,9,36,LMA5,Lima,Lima,Lima,M,A,09/09/2013,2013.75
6609,-10.64,-77.82,0,2013,9,9,36,LMA5,Lima,Lima,Lima,F,A,09/09/2013,2013.75
6610,-10.64,-77.82,1,2013,9,9,36,LMA5,Lima,Lima,Lima,M,J,09/09/2013,2013.75
6611,-10.64,-77.82,0,2013,9,9,36,LMA5,Lima,Lima,Lima,F,SA,09/09/2013,2013.75
6612,-10.64,-77.82,0,2013,9,9,36,LMA5,Lima,Lima,Lima,M,J,09/09/2013,2013.75
6613,-10.64,-77.82,0,2013,9,9,36,LMA5,Lima,Lima,Lima,M,A,09/09/2013,2013.75
6614,-10.64,-77.82,1,2013,9,9,36,LMA5,Lima,Lima,Lima,M,A,09/09/2013,2013.75
6616,-10.64,-77.82,1,2013,9,9,36,LMA5,Lima,Lima,Lima,F,J,09/09/2013,2013.75
6617,-10.64,-77.82,0,2013,9,9,36,LMA5,Lima,Lima,Lima,F,A,09/09/2013,2013.75
6618,-10.64,-77.82,0,2013,9,9,36,LMA5,Lima,Lima,Lima,M,J,09/09/2013,2013.75
6619,-10.64,-77.82,1,2013,9,9,36,LMA5,Lima,Lima,Lima,M,A,09/09/2013,2013.75
6620,-10.64,-77.82,0,2013,9,9,36,LMA5,Lima,Lima,Lima,M,A,09/09/2013,2013.75
6621,-10.64,-77.82,1,2013,9,9,36,LMA5,Lima,Lima,Lima,F,A,09/09/2013,2013.75
6622,-10.64,-77.82,0,2013,9,9,36,LMA5,Lima,Lima,Lima,F,A,09/09/2013,2013.75
6623,-10.64,-77.82,1,2013,9,9,36,LMA5,Lima,Lima,Lima,F,A,09/09/2013,2013.75
6625,-10.64,-77.82,0,2013,9,9,36,LMA5,Lima,Lima,Lima,F,A,09/09/2013,2013.75
6626,-11.06,-77.46,0,2013,9,10,37,LMA6,Lima,Lima,Lima,F,A,10/09/2013,2013.75
6627,-11.06,-77.46,0,2013,9,10,37,LMA6,Lima,Lima,Lima,F,A,10/09/2013,2013.75
6628,-11.06,-77.46,0,2013,9,10,37,LMA6,Lima,Lima,Lima,F,SA,10/09/2013,2013.75
6629,-11.06,-77.46,1,2013,9,10,37,LMA6,Lima,Lima,Lima,F,A,10/09/2013,2013.75
6630,-11.06,-77.46,0,2013,9,10,37,LMA6,Lima,Lima,Lima,F,A,10/09/2013,2013.75
6631,-11.06,-77.46,0,2013,9,10,37,LMA6,Lima,Lima,Lima,F,A,10/09/2013,2013.75
6632,-11.06,-77.46,0,2013,9,10,37,LMA6,Lima,Lima,Lima,F,J,10/09/2013,2013.75
6633,-11.06,-77.46,0,2013,9,10,37,LMA6,Lima,Lima,Lima,F,SA,10/09/2013,2013.75
6634,-11.06,-77.46,0,2013,9,10,37,LMA6,Lima,Lima,Lima,F,A,10/09/2013,2013.75
6635,-11.06,-77.46,1,2013,9,10,37,LMA6,Lima,Lima,Lima,F,A,10/09/2013,2013.75
6636,-11.06,-77.46,1,2013,9,10,37,LMA6,Lima,Lima,Lima,F,SA,10/09/2013,2013.75
6637,-11.06,-77.46,1,2013,9,10,37,LMA6,Lima,Lima,Lima,F,J,10/09/2013,2013.75
6638,-11.06,-77.46,1,2013,9,10,37,LMA6,Lima,Lima,Lima,F,A,10/09/2013,2013.75
6641,-11.06,-77.46,0,2013,9,10,37,LMA6,Lima,Lima,Lima,M,A,10/09/2013,2013.75
6642,-11.06,-77.46,0,2013,9,10,37,LMA6,Lima,Lima,Lima,F,A,10/09/2013,2013.75
6643,-11.06,-77.46,1,2013,9,10,37,LMA6,Lima,Lima,Lima,F,A,10/09/2013,2013.75
6644,-11.06,-77.46,0,2013,9,10,37,LMA6,Lima,Lima,Lima,M,A,10/09/2013,2013.75
6645,-11.06,-77.46,1,2013,9,10,37,LMA6,Lima,Lima,Lima,M,J,10/09/2013,2013.75
6646,-11.06,-77.46,0,2013,9,10,37,LMA6,Lima,Lima,Lima,F,A,10/09/2013,2013.75
6647,-11.06,-77.46,0,2013,9,10,37,LMA6,Lima,Lima,Lima,F,A,10/09/2013,2013.75
6648,-11.06,-77.46,0,2013,9,10,37,LMA6,Lima,Lima,Lima,M,A,10/09/2013,2013.75
6649,-11.06,-77.46,1,2013,9,10,37,LMA6,Lima,Lima,Lima,M,A,10/09/2013,2013.75
6651,-11.06,-77.46,0,2013,9,10,37,LMA6,Lima,Lima,Lima,F,A,10/09/2013,2013.75
6652,-11.58835,-77.2784,0,2013,9,11,37,LMA10,Lima,Lima,Lima,M,SA,11/09/2013,2013.75
6653,-11.58835,-77.2784,0,2013,9,11,37,LMA10,Lima,Lima,Lima,M,A,11/09/2013,2013.75
6654,-11.58835,-77.2784,0,2013,9,11,37,LMA10,Lima,Lima,Lima,M,A,11/09/2013,2013.75
6655,-11.58835,-77.2784,0,2013,9,11,37,LMA10,Lima,Lima,Lima,F,A,11/09/2013,2013.75
6656,-11.58835,-77.2784,0,2013,9,11,37,LMA10,Lima,Lima,Lima,M,A,11/09/2013,2013.75
3427,-11.06,-77.46,1,2015,10,22,43,LMA6,Lima,Lima,Lima,M,A,22/10/2015,2015.833333
3851,-10.64,-77.82,1,2015,10,24,43,LMA5,Lima,Lima,Lima,F,A,24/10/2015,2015.833333
4334,-12.66558,-76.66798,1,2015,10,17,42,LMA4,Lima,Lima,Lima,M,A,17/10/2015,2015.833333
4505,-10.64,-77.82,1,2015,10,24,43,LMA5,Lima,Lima,Lima,F,A,24/10/2015,2015.833333
4545,-11.06,-77.46,1,2015,10,22,43,LMA6,Lima,Lima,Lima,F,A,22/10/2015,2015.833333
5003,-12.66558,-76.66798,1,2015,10,17,42,LMA4,Lima,Lima,Lima,M,A,17/10/2015,2015.833333
5004,-12.66558,-76.66798,1,2015,10,17,42,LMA4,Lima,Lima,Lima,M,A,17/10/2015,2015.833333
5494,-12.66558,-76.66798,1,2015,10,17,42,LMA4,Lima,Lima,Lima,F,A,17/10/2015,2015.833333
5497,-12.66558,-76.66798,1,2015,10,18,42,LMA4,Lima,Lima,Lima,F,A,18/10/2015,2015.833333
7611,-12.66558,-76.66798,1,2015,10,17,42,LMA4,Lima,Lima,Lima,M,A,17/10/2015,2015.833333
7612,-12.66558,-76.66798,1,2015,10,17,42,LMA4,Lima,Lima,Lima,M,A,17/10/2015,2015.833333
7613,-12.66558,-76.66798,1,2015,10,17,42,LMA4,Lima,Lima,Lima,M,A,17/10/2015,2015.833333
7614,-12.66558,-76.66798,1,2015,10,17,42,LMA4,Lima,Lima,Lima,M,A,17/10/2015,2015.833333
7615,-12.66558,-76.66798,1,2015,10,17,42,LMA4,Lima,Lima,Lima,M,A,17/10/2015,2015.833333
7616,-12.66558,-76.66798,1,2015,10,17,42,LMA4,Lima,Lima,Lima,M,A,17/10/2015,2015.833333
7617,-12.66558,-76.66798,1,2015,10,17,42,LMA4,Lima,Lima,Lima,M,A,17/10/2015,2015.833333
7618,-12.66558,-76.66798,1,2015,10,17,42,LMA4,Lima,Lima,Lima,M,A,17/10/2015,2015.833333
7619,-12.66558,-76.66798,1,2015,10,17,42,LMA4,Lima,Lima,Lima,M,A,17/10/2015,2015.833333
7620,-12.66558,-76.66798,1,2015,10,17,42,LMA4,Lima,Lima,Lima,M,A,17/10/2015,2015.833333
7621,-12.66558,-76.66798,0,2015,10,17,42,LMA4,Lima,Lima,Lima,M,A,17/10/2015,2015.833333
7622,-12.66558,-76.66798,1,2015,10,17,42,LMA4,Lima,Lima,Lima,M,A,17/10/2015,2015.833333
7623,-12.66558,-76.66798,1,2015,10,17,42,LMA4,Lima,Lima,Lima,F,A,17/10/2015,2015.833333
7624,-12.66558,-76.66798,1,2015,10,17,42,LMA4,Lima,Lima,Lima,M,A,17/10/2015,2015.833333
7625,-12.66558,-76.66798,1,2015,10,17,42,LMA4,Lima,Lima,Lima,F,A,17/10/2015,2015.833333
